participant_id,full_name
par_01hqmkq6fne7nsfvf365y98r0h,Golden State Warriors
par_01hqmkq6fpetbrrcfrsgh982ed,Houston Rockets
par_01hqmkq6fqfcgtzyhmce1m5g86,Indiana Pacers
par_01hqmkq6frex7v4gfdda5g204q,Los Angeles Clippers
par_01hqmkq6fser5vcxm0fprbrcjz,Los Angeles Lakers
par_01hqmkq6ftf24avayqxfd8840c,Memphis Grizzlies
par_01hqmkq6fvemwsm7z5cv5d24q1,Miami Heat
par_01hqmkq6fwfsdt20kfva62r4t7,Milwaukee Bucks
par_01hqmkq6fxfsca5pyfcqjjtaw9,Minnesota Timberwolves
par_01hqmkq6fyed09scyb5yv7xt2s,New Orleans Pelicans
par_01hqmkq6fzfvyvrsb30jj85ade,New York Knicks
par_01hqmkq6g0f44vajb32zbpwnbr,Oklahoma City Thunder
par_01hqmkq6g1edytehr6s6fzpfzn,Orlando Magic
par_01hqmkq6g2egdt6asd59yp0vxp,Philadelphia 76ers
par_01hqmkq6g3fnvve924dqwzxh90,Phoenix Suns
par_01hqmkq6g4fz3tkx3w1w30mxb8,Portland Trail Blazers
par_01hqmkq6g5f22am45k13jkjtn2,Sacramento Kings
par_01hqmkq6g6fzr95vwm0a66qmh5,San Antonio Spurs
par_01hqmkq6g7ffc92tna8axq3t4s,Toronto Raptors
par_01hqmkq6g8e11sj1g4zv9z9snc,Utah Jazz
par_01hqmkq6g9f0d9n781t7z01mn2,Washington Wizards
par_01j8h2bzmaenvbj4qwyjctzj5s,Adelaide 36ers
par_01j8h2bzmbfg3rh31g2my12cqt,Brisbane Bullets
par_01j8h2bzmce6d8shmedzdra3v8,Cairns Taipans
par_01j8h2bzmde4zar18m2kcjkrpk,Illawarra Hawks
par_01j8h2bzmeefnsyd0arer9mfmj,Melbourne United
par_01j8h2bzmff8zaz0drh5zwjtmr,New Zealand Breakers
par_01j8h2bzmgfc3amc2rqwpvp5mg,Perth Wildcats
par_01j8h2bzmhe74stt20ht0f0z88,S.E. Melbourne Phoenix
par_01j8h2bzmjexsv3tq6dhk56eeb,Sydney Kings
par_01j8h2bzmkf88aj343479x1rsg,Tasmania JackJumpers
par_01hqmkq8nwfphb97yww9yn0caa,Abilene Christian Wildcats
par_01hqmkq8nxewvsnexf3wsjjgv1,Air Force Falcons
par_01hqmkq8nyf99r47ahjg4v885g,Akron Zips
par_01hqmkq8nzeastyarx6vbn5x9d,Alabama A&M Bulldogs
par_01hqmkq8p0fk6rrcvhesr0kx1h,Alabama Crimson Tide
par_01hqmkq8p1fmetyh3a61985ezv,Alabama St Hornets
par_01hqmkq8p2ft1amdbbsxcb12aj,Albany Great Danes
par_01hqmkq8p3fwxvdxr12s4a203m,Alcorn St Braves
par_01hqmkq8p4fn7txq5pgbg3hqpe,American Eagles
par_01hqmkq8p5fz5rmvs4jvz7djv1,Appalachian St Mountaineers
par_01hqmkq8p6fjr8wh8ds9exg7qy,Arizona St Sun Devils
par_01hqmkq8p7f3jtprvmcgha9bv6,Arizona Wildcats
par_01hqmkq8p8eztvdb8ajeza31py,Arkansas Razorbacks
par_01hqmkq8p9fj9rdee4q89zrsbr,Arkansas St Red Wolves
par_01hqmkq8pafb29ajnwwq6sk5qq,Arkansas-Little Rock Trojans
par_01hqmkq8pbfptbj6y8w6356a31,Arkansas-Pine Bluff Golden Lions
par_01hqmkq8pcfrps173bk3mjkc4y,Army Knights
par_01hqmkq8pdfd0r2bq67hencgtg,Auburn Tigers
par_01hqmkq8pefnv84kw5c6edxd5m,Austin Peay Governors
par_01hqmkq8pfeq4afpacb8y39vb7,BYU Cougars
par_01hqmkq8pgfxhrjzrez54n5x86,Baldwin Wallace Yellow Jackets
par_01hqmkq8phejtr3rmh9n7hpj72,Ball State Cardinals
par_01hqmkq8pjf3jbh54xvvd8fnkg,Baylor Bears
par_01hqmkq8pkf4f949zhk2w0rwbv,Bellarmine Knights
par_01hqmkq8pme3s9t2n53730btcg,Belmont Bruins
par_01hqmkq8pnetrs3x5q1kejt6mz,Bethune-Cookman Wildcats
par_01hqmkq8ppejqrxee6qq4h7prr,Binghamton Bearcats
par_01hqmkq8pqftebzp8djwbcbmwd,Boise State Broncos
par_01hqmkq8pred8vpecy3n9p7xqh,Boston College Eagles
par_01hqmkq8pseykbjyz8zcgmw6st,Boston Univ. Terriers
par_01hqmkq8pten0vdrb3ew58fm4j,Bowling Green Falcons
par_01hqmkq8pve09rhrj47hknqm4j,Bradley Braves
par_01hqmkq8pwfxa90gh6cnx555hh,Brescia Bearcats
par_01hqmkq8pxe89sjb17qj4bp647,Brown Bears
par_01hqmkq8pyfe2azqapjs68evwr,Bryant Bulldogs
par_01hqmkq8pzf5jtcbmmwgwfebcw,Bucknell Bison
par_01hqmkq8q0ev9r24ye6e5ysesh,Buffalo Bulls
par_01hqmkq8q1er8vaexpbzm4j5aa,Butler Bulldogs
par_01hqmkq8q2fqc8t1nh6x86gb4h,CSU Bakersfield Roadrunners
par_01hqmkq8q3e7msbp9sk3zgzrw7,CSU Fullerton Titans
par_01hqmkq8q4egsvts52bc6m1yta,CSU Northridge Matadors
par_01hqmkq8q5esftdfscytrma2hn,Cal Baptist Lancers
par_01hqmkq8q6e6jsspq5424azdn9,Cal Poly Mustangs
par_01hqmkq8q7frj8r43hbfb4yy3m,California Golden Bears
par_01hqmkq8q8ftsrmgz2qqd2fj2h,Campbell Fighting Camels
par_01hqmkq8q9er59j1h1r4rev2ht,Canisius Golden Griffins
par_01hqmkq8qaf73tzpbv7hxqa7pn,Central Arkansas Bears
par_01hqmkq8qbesgbdhre8je34wtr,Central Connecticut St Blue Devils
par_01hqmkq8qcexta4ze5tsggfn71,Central Michigan Chippewas
par_01hqmkq8qdft9t8q6ex3j0ptbb,Charleston Cougars
par_01hqmkq8qeffvbzk61h95bk8sc,Charleston Southern Buccaneers
par_01hqmkq8qffgbs1dh9nmctxm49,Charlotte 49ers
par_01hqmkq8qgerxb5cbx0azz7q42,Chattanooga Mocs
par_01hqmkq8qhfg6bea4nrrbbzzat,Chicago St Cougars
par_01hqmkq8qjevks4syx4jt27vc5,Cincinnati Bearcats
par_01hqmkq8qke0dt2nvcbm7pg003,Cincinnati Clermont
par_01hqmkq8qmfryt1q9tjxzkg381,Clemson Tigers
par_01hqmkq8qnf69a9xjzve2n4gpa,Cleveland St Vikings
par_01hqmkq8qpfsvag933h8qj2dy4,Clinton Bears
par_01hqmkq8qqe6p86spkpb2w9w5q,Coastal Carolina Chanticleers
par_01hqmkq8qre80v8bzjemc621mx,Colgate Raiders
par_01hqmkq8qsf578e3rn7t4z387z,Colorado Buffaloes
par_01hqmkq8qtf2tsg18v0csm7fhs,Colorado St Rams
par_01hqmkq8qvf7ca1q9vzb6yj4h5,Columbia Lions
par_01hqmkq8qwf4c82vtx4599788y,Coppin St Eagles
par_01hqmkq8qxftxagrty2k1z2vzj,Cornell Big Red
par_01hqmkq8qyfe499r913ze5yx87,Creighton Bluejays
par_01hqmkq8qzf8896chw95ssxzzy,Dartmouth Big Green
par_01hqmkq8r0f7bb74yw7s728vw9,Davidson Wildcats
par_01hqmkq8r1fk7rhperyd27brkj,Dayton Flyers
par_01hqmkq8r2eqtsve7hwqgaeaqw,DePaul Blue Demons
par_01hqmkq8r3edxvskbm2cqa11ht,Defiance College Yellow Jackets
par_01hqmkq8r4f67vdyjj3rb2syb0,Delaware Blue Hens
par_01hqmkq8r5fkx863cdkbsxsekq,Delaware St Hornets
par_01hqmkq8r6fh7sn06680pba218,Denver Pioneers
par_01hqmkq8r7fs7v48bae9xfd00q,Detroit Mercy Titans
par_01hqmkq8r8ephsttf8st4fz247,Dixie State Trailblazers
par_01hqmkq8r9e6es60tskcxtwvwc,Drake Bulldogs
par_01hqmkq8rafej80hqrra706bq4,Drexel Dragons
par_01hqmkq8rbf4zsnmw477n63jew,Duke Blue Devils
par_01hqmkq8rcej8aypddh7qjdbad,Duquesne Dukes
par_01hqmkq8rdftzbcjmgfy8szhrs,East Carolina Pirates
par_01hqmkq8reff78xcjy9mvgrngz,East Tennessee St Buccaneers
par_01hqmkq8zrfg9rwp5jcdeqyqpn,East Texas A&M Lions
par_01hqmkq8rffrhrs4t4m6vkhr54,Eastern Illinois Panthers
par_01hqmkq8rgegprg8hdhr5524h3,Eastern Kentucky Colonels
par_01hqmkq8rheqqr7e6xwp836gpy,Eastern Michigan Eagles
par_01hqmkq8rjfxjtbd8fpnjxqp7h,Eastern Washington Eagles
par_01hqmkq8rke5j86dn0ca1my08t,Elon Phoenix
par_01hqmkq8rmf5ytjqdt32neeckn,Evansville Purple Aces
par_01hqmkq8rnf1erm57cw9qadx26,Fairfield Stags
par_01hqmkq8rpendtjn03pxe0pf31,Fairleigh Dickinson Knights
par_01hqmkq8rqeb1vm4d4bgaj8zwa,Florida A&M Rattlers
par_01hqmkq8rreemt521d4k5qapjb,Florida Atlantic Owls
par_01hqmkq8rser7a77fswjypjazq,Florida Gators
par_01hqmkq8rtfn9v4578gctq3ecq,Florida Gulf Coast Eagles
par_01hqmkq8rvf84rqpee0c27bnfr,Florida Int'l Golden Panthers
par_01hqmkq8rwe1e9cps8w3j71efv,Florida St Seminoles
par_01hqmkq8rxexgsc6ydxvp81263,Fordham Rams
par_01hqmkq8ryfyjbz6c3vsgztsz7,Fort Wayne Mastodons
par_01hqmkq8rzf338fsp0t5h0m8z7,Fresno St Bulldogs
par_01hqmkq8s0fkcv7n8b80p34zry,Furman Paladins
par_01hqmkq8s1f7vb422bs8pnn9bd,GW Revolutionaries
par_01hqmkq8s2ezfayqvr1tgsxpcq,Gallaudet Bison
par_01hqmkq8s3exc93vkqfrz0cp5a,Gardner-Webb Bulldogs
par_01hqmkq8s4e8asqh6ckpjqt9ye,George Mason Patriots
par_01hqmkq8s5esz9519nzbmc1ctw,Georgetown Hoyas
par_01hqmkq8s6fydt5af59g1r345n,Georgia Bulldogs
par_01hqmkq8s7f36sn97xb6pzgrfv,Georgia Southern Eagles
par_01hqmkq8s8fhzbj1dkaf7f8dg5,Georgia Southwestern State Hurricanes
par_01hqmkq8s9ec2a1fndzm4mk4h7,Georgia St Panthers
par_01hqmkq8saep1t46vbbsnb18x5,Georgia Tech Yellow Jackets
par_01hqmkq8sbfass7dkbcvkta3m3,Gonzaga Bulldogs
par_01hqmkq8sce73aqndqj7rbhpbq,Grambling St Tigers
par_01hqmkq8sde1xst9pqwc0j27m0,Grand Canyon Antelopes
par_01hqmkq8sefhsvv3fn9camxh1b,Green Bay Phoenix
par_01hqmkq8sffcgsk62se3qj23dq,Hampton Pirates
par_01hqmkq8sgeqyrgvw2s5p2z283,Hartford Hawks
par_01hqmkq8shfd8b1f3wv0hv59h1,Harvard Crimson
par_01hqmkq8sjfezs5qabv0hv7nry,Hawai'i Rainbow Warriors
par_01hqmkq8skfvtsq3q9gh7a42qt,High Point Panthers
par_01hqmkq8smf7ba9xxc9jhycvfy,Hofstra Pride
par_01hqmkq8snerpvs7ptnaba7tt2,Holy Cross Crusaders
par_01hqmkq8spfe1vvrd9w2nfjc6q,Houston Christian Huskies
par_01hqmkq8sqeqhb140syrecqt2n,Houston Cougars
par_01hqmkq8srf5mvsvgcjnbpdndk,Howard Bison
par_01hqmkq8sse7vt2y2ssfsdzgkp,IUPUI Jaguars
par_01hqmkq8stee7tjdd5teh05bmj,Idaho State Bengals
par_01hqmkq8svfzrbnq072cstmemk,Idaho Vandals
par_01hqmkq8swf738evvtjq4e2jbn,Illinois Fighting Illini
par_01hqmkq8sxempr836m3m5nwe90,Illinois St Redbirds
par_01hqmkq8syepqrfsp6n16sxtcd,Immaculata Mighty Macs
par_01hqmkq8szfx5vehr26b3hf5hd,Incarnate Word Cardinals
par_01hqmkq8t0fkxtknwmy95dh8nf,Indiana Hoosiers
par_01hqmkq8t1f7eskm7pctkcr65c,Indiana St Sycamores
par_01hqmkq8t2fs6vnrnmq4k02t2d,Iona Gaels
par_01hqmkq8t3fh8atzw8cs00b1e0,Iowa Hawkeyes
par_01hqmkq8t4e5bt1qd5zsw4qwfq,Iowa State Cyclones
par_01hqmkq8t5e0nan6h0946jtj44,Jackson St Tigers
par_01hqmkq8t6fxpv8xdqgxrdtzdr,Jacksonville Dolphins
par_01hqmkq8t7fh6bgafpqhbybqth,Jacksonville St Gamecocks
par_01hqmkq8t8excvvpb97pkpy8zs,James Madison Dukes
par_01hqmkq8t9f45tr7tb0j3waa9y,John Jay College Bloodhounds
par_01hqmkq8taf8par5pk7js7m4sp,Johnson And Wales (NC) Wildcats
par_01hqmkq8tbffkvkhr83wptw71g,Kansas Christian Falcons
par_01hqmkq8tcevq8ftv9bbszfdm7,Kansas Jayhawks
par_01hqmkq8tdej880kme6rbhk8dt,Kansas St Wildcats
par_01hqmkq8tef0kthgvpg1fd9dw2,Kennesaw St Owls
par_01hqmkq8tffbssmffgpqwz2c80,Kent State Golden Flashes
par_01hqmkq8tgex0bdrn4bfeva5ww,Kentucky Wildcats
par_01hqmkq8thecqszkh9v1kmv229,LIU Sharks
par_01hqmkq8tjf3mthnf83c6pezvc,LSU Tigers
par_01hqmkq8tkfh0tpsgsqvmk4dd2,La Salle Explorers
par_01hqmkq8tmeae8nw1egjr9mhfj,Lafayette Leopards
par_01hqmkq8tnf8cskv4yffr6fvs0,Lamar Cardinals
par_01hqmkq8tpfs79qqepjwcnpnz0,Le Moyne Dolphins
par_01hqmkq8tqfhwbed2avn6weaw9,Lehigh Mountain Hawks
par_01hqmkq8trehxs26st1ra4edx7,Liberty Flames
par_01hqmkq8tsf6bv5nka07sqs6a8,Lindenwood Lions
par_01hqmkq8ttfs8t535cg8zghhwq,Lipscomb Bisons
par_01hqmkq8tvfd3vmkcqdpc7yzmw,Long Beach St 49ers
par_01hqmkq8twfcz9xfapf8mhw8jt,Longwood Lancers
par_01hqmkq8txe449samnc5h2wv7m,Louisiana Ragin' Cajuns
par_01hqmkq8tyefwbwp8x9cc02s7j,Louisiana Tech Bulldogs
par_01hqmkq8tzf3zsr4a9sgmed2fp,Louisville Cardinals
par_01hqmkq8v0fr2ty7rp81afxqkx,Loyola (Chi) Ramblers
par_01hqmkq8v1e3pacva42dmv3wrq,Loyola (MD) Greyhounds
par_01hqmkq8v2f7ktp2jwznratznd,Loyola Marymount Lions
par_01hqmkq8v3eadry75xnzrt885e,Maine Black Bears
par_01hqmkq8v4fxsrethhhwpfeetx,Manhattan Jaspers
par_01hqmkq8v5frxtt2zjsgnqry9g,Marist Red Foxes
par_01hqmkq8v6ea2r3rn4rk808fj3,Marquette Golden Eagles
par_01hqmkq8v7eg9vsy5k20qbzseh,Marshall Thundering Herd
par_01hqmkq8v8er9rntj9pkq4zrye,Maryland Terrapins
par_01hqmkq8v9fgmaaczk91jms8s5,Maryland-Eastern Shore Hawks
par_01hqmkq8vaf0tv88prjakhy47f,Massachusetts Minutemen
par_01hqmkq8vbexdrbs902kyzd9zg,McNeese Cowboys
par_01hqmkq8vcehwbcqtk76cq400r,Memphis Tigers
par_01hqmkq8vdeaerjnm8ve6ddfkp,Mercer Bears
par_01jbwg8q5gfbpbxrgpdycz3z0q,Mercyhurst Lakers
par_01hqmkq8vee1sbzzbq4ch01jxn,Merrimack Warriors
par_01hqmkq8vfejrsdf4vnvtfnw3k,Miami (OH) RedHawks
par_01hqmkq8vgfxcvr2c8gpp7722s,Miami Hurricanes
par_01hqmkq8vhey8tjfvfd4m5cg4k,Michigan St Spartans
par_01hqmkq8vje6qr2fj49jv76hjs,Michigan Wolverines
par_01hqmkq8vkfvzt09a3nynxes0s,Middle Tennessee Blue Raiders
par_01hqmkq8vmeyebkzg26dymv2qs,Milwaukee Panthers
par_01hqmkq8vnfeereas868whs7b1,Minnesota Golden Gophers
par_01hqmkq8vpe8dsn28mt9k91dss,Miss Valley St Delta Devils
par_01hqmkq8vqejvrrzg8w3tdhrnj,Mississippi St Bulldogs
par_01hqmkq8vrer8an7ee93fk46nz,Missouri St Bears
par_01hqmkq8vsfgptp3s2q2zm866v,Missouri Tigers
par_01hqmkq8vtedvsmxv3hq3cjj0g,Monmouth Hawks
par_01hqmkq8vveensyxwq06dt9g53,Montana Grizzlies
par_01hqmkq8vwegysm0r7gbvt79x5,Montana St Bobcats
par_01hqmkq8vxfthba0q62h3wety7,Morehead St Eagles
par_01hqmkq8vyfe1bfrq0pz9awfq3,Morgan St Bears
par_01hqmkq8vzexjanzsrtj5yrp3f,Mt. St. Mary's Mountaineers
par_01hqmkq8w0fzn9d7dq2evdrpgh,Murray St Racers
par_01hqmkq8w1f9xrk246950xh42d,N Colorado Bears
par_01hqmkq8w2f4dajcm07jfry2gp,NC State Wolfpack
par_01hqmkq8w3e2yt2bcpdzwgnx7a,NJIT Highlanders
par_01hqmkq8w4ffrrm4mvq4x98e2w,Navy Midshipmen
par_01hqmkq8w5e3d9tjz5nz59c8jg,Nebraska Cornhuskers
par_01hqmkq8w6f7aavgh8463w64rg,Nevada Wolf Pack
par_01hqmkq8w7fanspytbxnrge4qw,New Hampshire Wildcats
par_01k954azk6fmqae8kmgvyjtysq,New Haven Chargers
par_01hqmkq8w8exx9y2vyha2hdrkx,New Mexico Lobos
par_01hqmkq8w9eqgbf905q235gdac,New Mexico St Aggies
par_01hqmkq8waevc88a1n82p9hdqh,New Orleans Privateers
par_01hqmkq8wbe889za181e1kt5dw,Niagara Purple Eagles
par_01hqmkq8wcff099j6bam5gankx,Nicholls St Colonels
par_01hqmkq8wde0qbjrq698kf1p6y,Norfolk St Spartans
par_01hqmkq8weet6t6m8w4c0md25m,North Alabama Lions
par_01hqmkq8wfetpt2r2h24192twk,North American Stallions
par_01hqmkq8wgfjtv3qv1twc0ast3,North Carolina A&T Aggies
par_01hqmkq8whedr9sbwaj09cbysa,North Carolina Central Eagles
par_01hqmkq8wjem6vddmq0bfrxjwt,North Carolina Tar Heels
par_01hqmkq8wkey3as43zn8v52jzq,North Dakota Fighting Hawks
par_01hqmkq8wmffyrhczgy0t09fee,North Dakota St Bison
par_01hqmkq8wnegette48bjfyr2w0,North Florida Ospreys
par_01hqmkq8wpfhvsc95zcr7hk1jr,North Texas Mean Green
par_01hqmkq8wqfn1854nrey0ec4d2,Northeastern Huskies
par_01hqmkq8wrf2at7f5nc5get57z,Northern Arizona Lumberjacks
par_01hqmkq8wsfps8ckhj3tsxj31x,Northern Illinois Huskies
par_01hqmkq8wtfhb9cq4wb77mwg59,Northern Iowa Panthers
par_01hqmkq8wve7et6py744743ynz,Northern Kentucky Norse
par_01hqmkq8wwetktv93fhzvny00w,Northwestern St Demons
par_01hqmkq8wxfpm8v8g57n2mbp6v,Northwestern Wildcats
par_01hqmkq8wyevvrt70hvvjck13w,Notre Dame Fighting Irish
par_01hqmkq8wzfr2an0tgkcq5384w,Oakland Golden Grizzlies
par_01hqmkq8x0ehptcr7rmgg8fd9e,Ohio Bobcats
par_01hqmkq8x1f8dr0z0zfyng9twn,Ohio State Buckeyes
par_01hqmkq8x2e1htk3jrp1yvnj5w,Oklahoma Sooners
par_01hqmkq8x3f63smqe3wnykxjxq,Oklahoma St Cowboys
par_01hqmkq8x4etn8hmxr9hf8sc1a,Old Dominion Monarchs
par_01hqmkq8x5eraatx0kj5hnk662,Ole Miss Rebels
par_01hqmkq8x6f1cv7fd1mjw0gkv9,Omaha Mavericks
par_01hqmkq8x7ebab4spx27srnxw3,Oral Roberts Golden Eagles
par_01hqmkq8x8ezes21d5xv4gpc54,Oregon Ducks
par_01hqmkq8x9ecjsm6sftjv1rr3x,Oregon St Beavers
par_01hqmkq8xae0zr2hm0k10brpev,Pacific Tigers
par_01hqmkq8xbec2bwwsdszx9ttjc,Penn State Nittany Lions
par_01hqmkq8xcfqzsftptbvmedw3z,Pennsylvania Quakers
par_01hqmkq8xdfpat430tmg8pzgg8,Pepperdine Waves
par_01hqmkq8xee4ktaj0d30mt0gck,Pfeiffer Falcons
par_01hqmkq8xfednbmfc1jb7chdjp,Pittsburgh Panthers
par_01hqmkq8xgf89tkbfgmw1qhdp9,Portland Pilots
par_01hqmkq8xhf7z9pd31p1yh0q0z,Portland St Vikings
par_01hqmkq8xjekhapawxnj3903e2,Prairie View Panthers
par_01hqmkq8xkfntad8r21c5kt299,Presbyterian Blue Hose
par_01hqmkq8xme4psceh299chj3am,Princeton Tigers
par_01hqmkq8xne3z99q93fgd22n6n,Providence Friars
par_01hqmkq8xpexxtvm22ybp7y225,Purdue Boilermakers
par_01hqmkq8xqff4bwfvmp4v1rwg2,Queens University Royals
par_01hqmkq8xrfgdsta1rgpjwedf3,Quinnipiac Bobcats
par_01hqmkq8xsf3d9w4j8z4p3bcp6,Radford Highlanders
par_01hqmkq8xtfpp8nbgk4q9e0ckg,Regent University Royals
par_01hqmkq8xvea9szw1a7pqxq9cb,Rhode Island Rams
par_01hqmkq8xwf9vvqr533rv7g54g,Rice Owls
par_01hqmkq8xxevs9a46zty1a5j5h,Richmond Spiders
par_01hqmkq8xye6v8rtd7tewxn1y1,Rider Broncs
par_01hqmkq8xzf8a9sspjx49bkcyj,Robert Morris Colonials
par_01hqmkq8y0egzb5gh5k85c9b8m,Rutgers Scarlet Knights
par_01hqmkq8y1evd9ca35mw1vmb13,SE Louisiana Lions
par_01hqmkq8y2e17b60tqmw164xw2,SE Missouri St Redhawks
par_01hqmkq8y3e9d8cgef306dw9jp,SIU-Edwardsville Cougars
par_01hqmkq8y4e488kass1vswk9wc,SMU Mustangs
par_01hqmkq8y5fqyba01jreb33mez,Sacramento St Hornets
par_01hqmkq8y6em594wsv19p48q4m,Sacred Heart Pioneers
par_01hqmkq8y7fgk8x7wrda9ydqjt,Saint Joseph's Hawks
par_01hqmkq8y8f3ntz4gyyk65tv9w,Saint Louis Billikens
par_01hqmkq8y9emk8dyxs7e5cj191,Saint Mary's Gaels
par_01hqmkq8yae02v0jx17d7xff2q,Saint Peter's Peacocks
par_01hqmkq8ybfkdt6p8ktcv7y20v,Sam Houston St Bearkats
par_01hqmkq8ycenvvqq902tdrs13v,Samford Bulldogs
par_01hqmkq8ydfm6s9v7nc32cj6r7,San Diego St Aztecs
par_01hqmkq8yeefk9bvdm1hzf1dzt,San Diego Toreros
par_01hqmkq8yfen4b285xwb8wytfd,San Francisco Dons
par_01hqmkq8ygfxvva222gakdhyxg,San José St Spartans
par_01hqmkq8yhe6xamwqp4fwg3g30,Santa Clara Broncos
par_01hqmkq8yjfpja4xhes6dp77yc,Savannah St Tigers
par_01hqmkq8ykffa86seqjtjqs4vn,Seattle Redhawks
par_01hqmkq8yme1srxychbp1dm56k,Seton Hall Pirates
par_01hqmkq8ynf19bpynqtf33dhw3,Siena Saints
par_01hqmkq8ypfq78x5s0jrfvj3r7,Sonoma State Seawolves
par_01hqmkq8yqf0psbm92aae94ms2,South Alabama Jaguars
par_01hqmkq8yrebnvq0ehz52d2n2g,South Carolina Gamecocks
par_01hqmkq8ysfrgvgs28zrht2ket,South Carolina St Bulldogs
par_01hqmkq8ytesv85nma49976av0,South Carolina Upstate Spartans
par_01hqmkq8yve29r4md88evt2ybd,South Dakota Coyotes
par_01hqmkq8ywe3y9ra2cnqwbssr6,South Dakota St Jackrabbits
par_01hqmkq8yxfmjt57csxk2awmtj,South Florida Bulls
par_01hqmkq8yyf1srqjk6r6j3q7ec,Southern Illinois Salukis
par_01hqmkq8yzejhtg7b0kdzg4hza,Southern Indiana Screaming Eagles
par_01hqmkq8z0e6ca3h0pampyeg9t,Southern Jaguars
par_01hqmkq8z1ffbvnchhw9xcn3r9,Southern Miss Golden Eagles
par_01hqmkq8z2e2pv10hybwj15af8,Southern Utah Thunderbirds
par_01hqmkq8z3e3jvqe7nyjsyvb9k,Spalding Golden Eagles
par_01hqmkq8z4eg4apdpvz0j238jt,St. Bonaventure Bonnies
par_01hqmkq8z5fwyr32pdyfp1trsh,St. Francis (PA) Red Flash
par_01hqmkq8z6eknthp5jhreanvfz,St. Francis BKN Terriers
par_01hqmkq8z7ftx9t0ghehsnaf8s,St. John's Red Storm
par_01hqmkq8z8ft6v53sq52a3ne8w,St. Thomas (MN) Tommies
par_01hqmkq8z9fcz9xw1vknsxj7hj,Stanford Cardinal
par_01hqmkq8zae73rhcnckaz1wpn9,Stephen F. Austin Lumberjacks
par_01hqmkq8zbe6ar7ear021zw1vz,Stetson Hatters
par_01hqmkq8zcfq3by30p453sa28f,Stonehill Skyhawks
par_01hqmkq8zdepm931e8h6s0qfa0,Stony Brook Seawolves
par_01hqmkq8zef8cb59gvn3mpdevn,Syracuse Orange
par_01hqmkq8zff5ss9g6459whnsvm,TCU Horned Frogs
par_01hqmkq8zgfmfb784yf6e59d1n,Tarleton State Texans
par_01hqmkq8zhe7b94j9gnse5q2bj,Temple Owls
par_01hqmkq8zjf01rc58mwra6kz4r,Tenn-Martin Skyhawks
par_01hqmkq8zkesb9yn0ar7scehbc,Tennessee St Tigers
par_01hqmkq8zmfad9mz4920cv5ch4,Tennessee Tech Golden Eagles
par_01hqmkq8znevgs1297cyxyeg97,Tennessee Volunteers
par_01hqmkq8zpeag8z4sqggtazr1r,Texas A&M Aggies
par_01hqmkq8zqej3sq3ndaaht3sfr,Texas A&M-CC Islanders
par_01hqmkq8zseec951s4esweq4mn,Texas Longhorns
par_01hqmkq8zteq0anfjywpeqk2va,Texas Southern Tigers
par_01hqmkq8zvfnyt3g3kbn92bsb5,Texas State Bobcats
par_01hqmkq8zwfggbhbm5e46hq701,Texas Tech Red Raiders
par_01hqmkq8zxf688b5p46raaxfv4,The Citadel Bulldogs
par_01hqmkq8zyf7p9vd03xt5dsv0j,Toledo Rockets
par_01hqmkq8zzfmqvyjnsk6n09x5y,Towson Tigers
par_01hqmkq900ekcv4489atnyz940,Troy Trojans
par_01hqmkq901fcza7s3pa6170amh,Tulane Green Wave
par_01hqmkq902f4vtbhvdc70pjkex,Tulsa Golden Hurricane
par_01hqmkq903f0gt8jewbyt10swn,UAB Blazers
par_01hqmkq904estaqtnknk98enzm,UC Davis Aggies
par_01hqmkq905f2qa6krw3r3vak01,UC Irvine Anteaters
par_01hqmkq906fafs3cbbwz6qpd6r,UC Riverside Highlanders
par_01hqmkq907fgeafttd7cygxy6k,UC San Diego Tritons
par_01hqmkq908e63t23qkqjs8zssf,UC Santa Barbara Gauchos
par_01hqmkq909f4zagkjnrw7c2rxn,UCF Knights
par_01hqmkq90aej0tyjja4c4yg23p,UCLA Bruins
par_01hqmkq90bf1has6fhmjd38vjm,UConn Huskies
par_01hqmkq90ce13r69krwy3tvzw3,UIC Flames
par_01hqmkq90dfqk87448ypcw611p,UL Monroe Warhawks
par_01hqmkq90eez6tevc34rbe4dqb,UMBC Retrievers
par_01hqmkq90ffecbtt5ef1e38kyr,UMKC Kangaroos
par_01hqmkq90gesws0vzx2mdmc985,UMass Lowell River Hawks
par_01hqmkq90hezvbnfbqj5djj2p7,UNC Asheville Bulldogs
par_01hqmkq90je25b4tbhzqx09nq3,UNC Greensboro Spartans
par_01hqmkq90kfhgsykz9mj0qtmh3,UNC Wilmington Seahawks
par_01hqmkq90menyace2gn3w5c5ee,UNLV Rebels
par_01hqmkq90nf08tcc7s0x1p80sx,USC Trojans
par_01hqmkq90pe3tvkt5jrd9wmq2t,UT Rio Grande Valley Vaqueros
par_01hqmkq90qf07vgx1cs5s39ez5,UT-Arlington Mavericks
par_01hqmkq90re93bwtsby831fqcc,UTEP Miners
par_01hqmkq90sfdwvfstq1t9p88t2,UTSA Roadrunners
par_01hqmkq90tf85t02v7kn5dp7zd,Utah State Aggies
par_01hqmkq90vf1fbqen90nfmk8hc,Utah Tech Trailblazers
par_01hqmkq90wfdwrm6d9q3h98xk3,Utah Utes
par_01hqmkq90xfsyr02rt8b1127mr,Utah Valley Wolverines
par_01hqmkq90yes0aekzm2h9a6nyy,VCU Rams
